95584,2023-07-05T14:45:41+07:00,transaction: 95584,4128533
85026,2023-07-06T11:08:00+07:00,transaction: 85026,1621775
68949,2023-07-07T10:32:32+07:00,transaction: 68949,8902288
63866,2023-07-08T07:15:47+07:00,transaction: 63866,4627407
39616,2023-07-09T03:41:09+07:00,transaction: 39616,4231399
32301,2023-07-10T11:21:03+07:00,transaction: 32301,1160089
11603,2023-07-11T14:05:13+07:00,transaction: 11603,9078256
78415,2023-07-12T22:21:22+07:00,transaction: 78415,1706493
93431,2023-07-13T20:09:20+07:00,transaction: 93431,7290012
72758,2023-07-14T08:07:57+07:00,transaction: 72758,7561272
47657,2023-07-15T09:52:12+07:00,transaction: 47657,3407086
56486,2023-07-16T08:04:44+07:00,transaction: 56486,4901559
84627,2023-07-17T11:21:40+07:00,transaction: 84627,5462596
29764,2023-07-18T20:18:26+07:00,transaction: 29764,4061351
76037,2023-07-19T22:24:36+07:00,transaction: 76037,4034168
20605,2023-07-20T18:51:51+07:00,transaction: 20605,9686201
11678,2023-07-21T16:42:24+07:00,transaction: 11678,8118012
33868,2023-07-22T03:09:22+07:00,transaction: 33868,2997108
17133,2023-07-23T22:33:43+07:00,transaction: 17133,9760000
34300,2023-07-24T19:17:38+07:00,transaction: 34300,3603546
